suburb,state,postcode,num_streets,RenewalsOrAcq,collection_amount,donation_amount,total_received,dob,age,gender,weekends,profitable
RISDON PARK SOUTH,SA,5540,7,Acq,77,0,77,1/01/1943,72,1,4,1
PORT PIRIE,SA,5540,7,Acq,72,0,72,26/10/1931,84,0,4,0
Port Pirie South,SA,5540,7,Renewals,72,0,72,13/11/1943,72,1,4,0
PORT PIRIE,SA,5540,7,Renewals,70.8,0,70.8,na,,0,4,0
PORT PIRIE SOUTH,SA,5540,8,Acq,66,0,66,1/01/1956,59,1,4,0
PORT PIRIE,SA,5540,7,Renewals,65,0,65,25/02/1946,69,1,4,0
PORT PIRIE,SA,5540,7,Renewals,63.4,0,63.4,na,,1,4,0
PORT PIRIE,SA,5540,7,Acq,63,0,63,27/02/1929,86,0,4,0
PORT PIRIE,SA,5540,8,Renewals,62.75,0,62.75,4/06/1945,70,0,4,0
Port Pirie South,SA,5540,7,Acq,60,0,60,1/01/1938,77,1,4,0
Risdon Park,SA,5540,7,Renewals,60,0,60,22/11/1938,77,0,4,0
NAPPERBY,SA,5540,8,Renewals,51,0,51,25/03/1953,62,1,4,0
RISDON PARK SOUTH,SA,5540,7,Renewals,50.5,0,50.5,31/12/1951,64,1,4,0
Risdon Park South,SA,5540,7,Acq,50,0,50,1/01/1953,62,1,4,0
RISDON PARK SOUTH,SA,5540,8,Acq,0,50,50,28/04/1947,68,0,4,0
PORT PIRIE,SA,5540,8,Renewals,50,0,50,21/03/1944,71,0,4,0
PORT PIRIE WEST,SA,5540,7,Renewals,50,0,50,na,,1,4,0
RISDON PARK,SA,5540,8,Renewals,49.3,0,49.3,na,,0,4,0
Port Pirie,SA,5540,9,Acq,46.5,0,46.5,24/02/1950,65,1,4,0
Port Pirie South,SA,5540,7,Acq,45.7,0,45.7,na,,1,4,0
Port Pirie West,SA,5540,7,Acq,45,0,45,16/12/1934,81,1,4,0
PORT PIRIE,SA,5540,7,Acq,43.4,0,43.4,na,,0,4,0
Risdon Park,SA,5540,7,Renewals,34,5,39,1/01/1939,76,1,4,0
PORT PIRIE,SA,5540,7,Renewals,34,0,34,na,,1,4,0
Port Pirie South,SA,5540,7,Acq,32.7,0,32.7,11/09/1967,48,0,4,0
Risdon Park,SA,5540,7,Renewals,32.1,0,32.1,na,,1,4,0
RISDON PARK SOUTH,SA,5540,7,Renewals,30,0,30,25/06/1940,75,1,4,0
SOLOMONTOWN,SA,5540,2,Renewals,0,30,30,na,,1,4,0
SOLOMONTOWN,SA,5540,7,Acq,25,0,25,24/07/1946,69,0,4,0
PORT PIRIE,SA,5540,7,Acq,25,0,25,na,,1,4,0
RISDON PARK,SA,5540,7,Renewals,0,25,25,na,,1,4,0
Port Pirie South,SA,5540,9,Acq,21,0,21,25/07/1965,50,0,4,0
RISDON PARK,SA,5540,8,Renewals,20,0,20,8/06/1968,47,1,4,0
SOLOMONTOWN,SA,5540,8,Renewals,20,0,20,6/10/1950,65,1,4,0
PORT PIRIE,SA,5540,7,Renewals,13,0,13,na,,0,4,0
Port Wakefield,SA,5550,8,Acq,96,0,96,23/01/1945,70,0,4,1
Port Wakefield,SA,5550,8,Acq,67.4,0,67.4,na,,0,4,0
PORT WAKEFIELD,SA,5550,7,Acq,50,0,50,1/01/1953,62,1,4,0
PORT WAKEFIELD,SA,5550,7,Renewals,50,0,50,na,,1,4,0
KADINA,SA,5554,9,Renewals,300,0,300,21/09/1943,72,0,4,1
KADINA,SA,5554,8,Renewals,188.5,0,188.5,4/05/1962,53,1,4,1
KADINA,SA,5554,7,Acq,174.1,0,174.1,na,,1,4,1
KADINA,SA,5554,10,Renewals,164,0,164,8/06/1950,65,1,4,1
KADINA,SA,5554,7,Renewals,90,0,90,15/12/1932,83,0,4,1
KADINA,SA,5554,8,Renewals,88.25,0,88.25,na,,0,4,1
KADINA,SA,5554,7,Renewals,84,0,84,1/01/1971,44,0,4,1
Kadina,SA,5554,7,Renewals,84,0,84,na,,0,4,1
KADINA,SA,5554,8,Renewals,76,0,76,28/05/1944,71,0,4,1
Newtown,SA,5554,7,Acq,75,0,75,1/01/1959,56,1,4,0
KADINA,SA,5554,7,Renewals,73,0,73,na,,1,4,0
KADINA,SA,5554,8,Renewals,71.7,0,71.7,18/02/1960,55,1,4,0
Kadina,SA,5554,9,Renewals,71.7,0,71.7,8/01/1966,49,1,4,0
KADINA,SA,5554,7,Acq,70,0,70,7/09/1951,64,1,4,0
Kadina,SA,5554,7,Renewals,61.8,0,61.8,na,,1,4,0
KADINA,SA,5554,7,Acq,60,0,60,1/01/1965,50,0,4,0
Kadina,SA,5554,7,Acq,60,0,60,na,,1,4,0
KADINA,SA,5554,7,Renewals,58,0,58,21/05/1951,64,1,4,0
Newtown,SA,5554,7,Acq,51.5,0,51.5,na,,1,4,0
Wallaroo Mines,SA,5554,7,Acq,50,0,50,1/01/1900,,0,4,0
KADINA,SA,5554,7,Renewals,50,0,50,1/01/1955,60,1,4,0
Kadina,SA,5554,7,Acq,0,40,40,16/09/1946,69,1,4,0
NEW TOWN,SA,5554,7,Acq,40,0,40,na,,0,4,0
KADINA,SA,5554,7,Acq,37,0,37,na,,1,4,0
KADINA,SA,5554,7,Renewals,35,0,35,na,,1,4,0
Kadina,SA,5554,7,Acq,34,0,34,1/01/1900,,1,4,0
Kadina,SA,5554,8,Acq,32,0,32,1/10/1970,45,1,4,0
MATTA FLAT,SA,5554,7,Acq,27,0,27,20/02/1983,32,1,4,0
KADINA,SA,5554,7,Renewals,0,20,20,1/01/1948,67,1,4,0
WALLAROO,SA,5556,7,Renewals,258,0,258,26/11/1947,68,0,4,1
North Beach,SA,5556,7,Acq,200,0,200,27/08/1959,56,1,4,1
Wallaroo,SA,5556,7,Acq,155,0,155,na,,0,4,1
Wallaroo,SA,5556,7,Renewals,144,0,144,13/07/1946,69,1,4,1
WALLAROO,SA,5556,8,Renewals,81,20,101,8/03/1944,71,0,4,1
WALLAROO,SA,5556,8,Renewals,90,5,95,28/07/1950,65,1,4,1
Wallaroo,SA,5556,7,Renewals,74,0,74,9/08/1933,82,0,4,0
WALLAROO,SA,5556,7,Acq,41,25,66,1/01/1940,75,1,4,0
WALLAROO,SA,5556,7,Acq,65.7,0,65.7,6/05/1935,80,1,4,0
WALLAROO,SA,5556,7,Renewals,60.1,0,60.1,5/08/1960,55,1,4,0
WALLAROO,SA,5556,7,Acq,60,0,60,21/08/1968,47,1,4,0
WALLAROO,SA,5556,7,Renewals,55.5,0,55.5,16/10/1941,74,1,4,0
Wallaroo,SA,5556,7,Renewals,41,0,41,na,,0,4,0
Wallaroo,SA,5556,7,Renewals,35,0,35,21/08/1951,64,1,4,0
Wallaroo,SA,5556,1,Acq,32,0,32,1/01/1940,75,1,4,0
WALLAROO,SA,5556,7,Renewals,30,0,30,14/03/1934,81,1,4,0
WALLAROO,SA,5556,7,Renewals,29,0,29,18/10/1968,47,1,4,0
NORTH BEACH,SA,5556,7,Acq,0,25,25,1/01/1952,63,1,4,0
Wallaroo,SA,5556,8,Renewals,25,0,25,13/10/1941,74,0,4,0
WALLAROO PLAIN,SA,5556,7,Acq,23,0,23,28/04/1955,60,0,4,0
WALLAROO,SA,5556,7,Acq,20,0,20,na,,1,4,0
WALLAROO,SA,5556,7,Acq,15,0,15,13/05/1950,65,1,4,0
PORT HUGHES,SA,5558,7,Acq,187.95,0,187.95,1/01/1940,75,0,4,1
MOONTA BAY,SA,5558,7,Acq,176,0,176,1/01/1943,72,0,4,1
MOONTA BAY,SA,5558,7,Renewals,140,0,140,30/09/1952,63,1,4,1
MOONTA,SA,5558,7,Acq,125,0,125,8/10/1940,75,1,4,1
MOONTA BAY,SA,5558,7,Renewals,119.55,0,119.55,na,,1,4,1
Moonta Bay,SA,5558,7,Acq,118.65,0,118.65,20/04/1944,71,1,4,1
PORT HUGHES,SA,5558,7,Acq,87,0,87,31/08/1949,66,1,4,1
Moonta,SA,5558,7,Acq,80,0,80,18/03/1945,70,0,4,1
Moonta Bay,SA,5558,7,Acq,60,0,60,7/04/1933,82,1,4,0
Moonta Bay,SA,5558,8,Renewals,56,0,56,28/08/1937,78,1,4,0
MOONTA,SA,5558,7,Renewals,0,50,50,21/08/1960,55,1,4,0
MOONTA,SA,5558,7,Renewals,43,0,43,na,,1,4,0
Moonta,SA,5558,8,Renewals,42,0,42,8/05/1948,67,1,4,0
Moonta Bay,SA,5558,7,Acq,38,0,38,1/01/1941,74,1,4,0
Port Hughes,SA,5558,7,Renewals,35.5,0,35.5,24/01/1956,59,0,4,0
MOONTA BAY,SA,5558,8,Renewals,30.1,0,30.1,na,,1,4,0
MOONTA,SA,5558,7,Renewals,25,0,25,na,,0,4,0
Moonta Bay,SA,5558,7,Acq,23.5,0,23.5,5/02/1955,60,0,4,0
Moonta Bay,SA,5558,7,Renewals,23.45,0,23.45,19/04/1945,70,1,4,0
PORT HUGHES,SA,5558,8,Acq,22.1,0,22.1,1/12/1949,66,1,4,0
MOONTA MINES,SA,5558,8,Renewals,21,0,21,11/01/1947,68,1,4,0
Moonta Bay,SA,5558,8,Acq,20,0,20,11/02/1945,70,1,4,0
MOONTA,SA,5558,7,Acq,20,0,20,1/01/1946,69,0,4,0
NORTH MOONTA,SA,5558,8,Acq,0,10,10,na,,1,4,0
MOONTA BAY,SA,5558,7,Renewals,0,10,10,6/01/1943,72,1,4,0
BUTE,SA,5560,9,Renewals,100,0,100,7/01/1950,65,1,4,1
Bute,SA,5560,8,Renewals,97.55,0,97.55,6/07/1941,74,0,4,1
Bute,SA,5560,7,Acq,25,0,25,30/11/1972,43,1,4,0
BUTE,SA,5560,9,Acq,25,0,25,1/01/1937,78,1,4,0
Ardrossan,SA,5571,8,Acq,174,0,174,1/01/1935,80,1,4,1
ARDROSSAN,SA,5571,8,Acq,90,0,90,na,,1,4,1
Ardrossan,SA,5571,7,Acq,88.5,0,88.5,21/01/1988,27,1,4,1
Ardrossan,SA,5571,7,Acq,52,10,62,na,,0,4,0
Ardrossan,SA,5571,7,Acq,60,0,60,na,,1,4,0
Ardrossan,SA,5571,7,Acq,60,0,60,25/06/1947,68,1,4,0
Ardrossan,SA,5571,7,Acq,60,0,60,na,,0,4,0
ARDROSSAN,SA,5571,7,Acq,51,0,51,27/05/1933,82,0,4,0
ARDROSSAN,SA,5571,1,Acq,50,0,50,na,,1,4,0
TIDDY WIDDY BEACH,SA,5571,7,Renewals,50,0,50,na,,0,4,0
Ardrossan,SA,5571,7,Acq,0,25,25,1/01/1942,73,0,4,0
ARDROSSAN,SA,5571,7,Renewals,0,20,20,1/01/1946,69,1,4,0
Ardrossan,SA,5571,7,Acq,15,0,15,na,,0,4,0
PORT VICTORIA,SA,5573,7,Renewals,310,0,310,25/07/1952,63,0,4,1
Port Victoria,SA,5573,11,Renewals,250,0,250,23/01/1937,78,0,4,1
Maitland,SA,5573,8,Renewals,156,44,200,na,,0,4,1
MAITLAND,SA,5573,7,Renewals,190,0,190,19/03/1946,69,1,4,1
MAITLAND,SA,5573,7,Renewals,158,25,183,15/02/1940,75,1,4,1
MAITLAND,SA,5573,8,Acq,75,100,175,na,,1,4,1
MAITLAND,SA,5573,8,Acq,76,0,76,na,,1,4,1
Maitland,SA,5573,7,Acq,70,0,70,na,,1,4,0
MAITLAND,SA,5573,7,Acq,0,25,25,na,,1,4,0
Maitland,SA,5573,9,Acq,0,25,25,30/11/1984,31,1,4,0
MINLATON,SA,5575,7,Renewals,206.35,50,256.35,29/05/1942,73,1,4,1
Marion Bay,SA,5575,8,Acq,150,0,150,21/05/1940,75,0,4,1
MINLATON,SA,5575,7,Renewals,100,0,100,25/07/1939,76,0,4,1
MINLATON,SA,5575,7,Renewals,63,3,66,8/08/1947,68,0,4,0
MINLATON,SA,5575,7,Renewals,55,0,55,1/01/1935,80,1,4,0
MINLATON,SA,5575,9,Renewals,45,0,45,1/10/1947,68,0,4,0
Minlaton,SA,5575,1,Acq,34,0,34,na,,1,4,0
YORKETOWN,SA,5576,8,Renewals,106.5,20,126.5,na,,1,4,1
Yorketown,SA,5576,8,Acq,104,0,104,8/07/1953,62,0,4,1
Yorketown,SA,5576,7,Acq,100,0,100,10/05/1965,50,1,4,1
Yorketown,SA,5576,7,Renewals,72.3,0,72.3,3/05/1948,67,1,4,0
YORKETOWN,SA,5576,8,Acq,20,0,20,4/04/1975,40,1,4,0
PORT VINCENT,SA,5581,8,Acq,120,0,120,2/12/1929,86,0,4,1
PORT VINCENT,SA,5581,7,Acq,68,32,100,na,,0,4,1
PORT VINCENT,SA,5581,10,Acq,100,0,100,na,,1,4,1
PORT VINCENT,SA,5581,8,Renewals,95,0,95,8/11/1940,75,0,4,1
Port Vincent,SA,5581,8,Renewals,85.5,0,85.5,8/11/1944,71,1,4,1
Port Vincent,SA,5581,8,Acq,72,0,72,na,,0,4,0
Port Vincent,SA,5581,7,Acq,41.05,0,41.05,21/08/1946,69,1,4,0
PORT VINCENT,SA,5581,8,Renewals,35,0,35,na,,1,4,0
Port Vincent,SA,5581,8,Acq,24.7,0,24.7,na,,1,4,0
Stansbury,SA,5582,9,Acq,101,0,101,13/11/1944,71,1,4,1
Stansbury,SA,5582,9,Acq,50,0,50,17/04/1940,75,1,4,0
EDITHBURGH,SA,5583,7,Renewals,132,0,132,na,,1,4,1
Edithburgh,SA,5583,10,Acq,107,0,107,na,,1,4,1
EDITHBURGH,SA,5583,9,Acq,75,15,90,na,,1,4,1
Edithburgh,SA,5583,7,Renewals,55,0,55,na,,1,4,0
Coobowie,SA,5583,7,Acq,47,0,47,3/11/1942,73,0,4,0
Edithburgh,SA,5583,7,Acq,36,0,36,1/01/1940,75,0,4,0
Edithburgh,SA,5583,9,Renewals,20,0,20,23/09/1945,70,1,4,0
WHYALLA PLAYFORD,SA,5600,11,Renewals,445.2,0,445.2,27/05/1941,74,0,4,1
WHYALLA PLAYFORD,SA,5600,8,Renewals,161.3,0,161.3,na,,0,4,1
WHYALLA PLAYFORD,SA,5600,7,Acq,157.4,0,157.4,na,,0,4,1
Whyalla,SA,5600,7,Acq,129,0,129,10/06/1950,65,0,4,1
Whyalla,SA,5600,7,Acq,127,0,127,2/03/1979,36,1,4,1
Whyalla,SA,5600,7,Acq,100,0,100,1/01/1956,59,1,4,1
WHYALLA,SA,5600,1,Acq,100,0,100,2/06/1935,80,0,4,1
WHYALLA,SA,5600,7,Acq,96,0,96,17/05/1972,43,1,4,1
Whyalla,SA,5600,7,Renewals,91.3,0,91.3,18/07/1943,72,1,4,1
WHYALLA,SA,5600,7,Renewals,90,0,90,12/12/1946,69,0,4,1
WHYALLA PLAYFORD,SA,5600,7,Acq,88,0,88,1/01/1945,70,1,4,1
WHYALLA,SA,5600,8,Acq,87.5,0,87.5,na,,0,4,1
WHYALLA DC,SA,5600,7,Renewals,86.4,0,86.4,na,,1,4,1
WHYALLA PLAYFORD,SA,5600,7,Acq,80,0,80,na,,0,4,1
Whyalla Playford,SA,5600,7,Acq,58,20,78,na,,0,4,1
Whyalla,SA,5600,7,Acq,74,0,74,1/01/1967,48,1,4,0
WHYALLA,SA,5600,7,Renewals,67,0,67,1/03/1952,63,1,4,0
Whyalla Playford,SA,5600,8,Acq,64,0,64,na,,1,4,0
Whyalla,SA,5600,7,Acq,60,0,60,na,,0,4,0
Whyalla Playford,SA,5600,7,Renewals,59.2,0,59.2,na,,1,4,0
Whyalla Playford,SA,5600,7,Renewals,57,0,57,na,,1,4,0
WHYALLA,SA,5600,7,Renewals,53,0,53,25/03/1947,68,1,4,0
WHYALLA,SA,5600,7,Acq,0,50,50,na,,1,4,0
WHYALLA,SA,5600,7,Renewals,50,0,50,na,,1,4,0
WHYALLA DC,SA,5600,7,Renewals,46,0,46,27/07/1940,75,1,4,0
Whyalla Playford,SA,5600,7,Acq,45,0,45,na,,0,4,0
Whyalla,SA,5600,7,Acq,43,0,43,na,,0,4,0
WHYALLA,SA,5600,7,Acq,42.55,0,42.55,na,,0,4,0
Whyalla,SA,5600,7,Acq,41,0,41,1/01/1954,61,0,4,0
Whyalla Playford,SA,5600,7,Renewals,40,0,40,na,,1,4,0
Whyalla,SA,5600,0,Renewals,28,0,28,16/10/1952,63,0,4,0
WHYALLA PLAYFORD,SA,5600,7,Acq,20,0,20,na,,1,4,0
Whyalla,SA,5600,7,Acq,20,0,20,na,,1,4,0
Whyalla Playford,SA,5600,7,Renewals,0,20,20,8/08/1958,57,1,4,0
WHYALLA,SA,5600,7,Renewals,0,20,20,3/07/1927,88,0,4,0
WHYALLA PLAYFORD,SA,5600,7,Renewals,18,0,18,na,,1,4,0
COWELL,SA,5602,7,Renewals,116.1,0,116.1,na,,1,4,1
COWELL,SA,5602,7,Acq,50,0,50,1/05/1949,66,0,4,0
COWELL,SA,5602,7,Renewals,20,0,20,24/09/1974,41,1,4,0
ARNO BAY,SA,5603,7,Acq,0,200,200,9/08/1930,85,1,4,1
Tumby Bay,SA,5605,7,Renewals,162,0,162,22/08/1942,73,1,4,1
TUMBY BAY,SA,5605,8,Renewals,134.5,0,134.5,26/11/1934,81,1,4,1
Tumby Bay,SA,5605,7,Renewals,130,0,130,12/11/1953,62,0,4,1
Tumby Bay,SA,5605,8,Acq,125,0,125,23/06/1941,74,1,4,1
TUMBY BAY,SA,5605,7,Renewals,100,0,100,na,,1,4,1
Tumby Bay,SA,5605,7,Renewals,65,0,65,na,,1,4,0
TUMBY BAY,SA,5605,8,Acq,62,0,62,1/01/1962,53,1,4,0
Tumby Bay,SA,5605,8,Acq,41,20,61,23/07/1944,71,1,4,0
TUMBY BAY,SA,5605,7,Renewals,60,0,60,12/06/1962,53,1,4,0
Tumby Bay,SA,5605,7,Acq,50,0,50,na,,1,4,0
Tumby Bay,SA,5605,7,Acq,26,24,50,2/11/1942,73,1,4,0
TUMBY BAY,SA,5605,7,Renewals,47,0,47,17/10/1932,83,1,4,0
TUMBY BAY,SA,5605,7,Renewals,35,0,35,29/04/1956,59,1,4,0
Tumby Bay,SA,5605,7,Acq,21,0,21,1/01/1945,70,0,4,0
TUMBY BAY,SA,5605,7,Acq,20,0,20,1/01/1900,,1,4,0
PORT LINCOLN,SA,5606,7,Renewals,296,0,296,na,,0,4,1
Port Lincoln,SA,5606,7,Acq,206,0,206,1/01/1945,70,1,4,1
Port Lincoln,SA,5606,7,Renewals,159,0,159,18/11/1946,69,0,4,1
Port Lincoln,SA,5606,2,Acq,158,0,158,na,,1,4,1
Port Lincoln,SA,5606,7,Renewals,150,0,150,8/04/1956,59,0,4,1
PORT LINCOLN,SA,5606,10,Renewals,134.45,0,134.45,na,,0,4,1
Port Lincoln,SA,5606,7,Acq,123,0,123,na,,1,4,1
Port Lincoln,SA,5606,7,Renewals,120,0,120,25/12/1936,79,1,4,1
PORT LINCOLN,SA,5606,9,Renewals,117,0,117,28/05/1936,79,1,4,1
PORT LINCOLN,SA,5606,8,Acq,115,0,115,25/02/1943,72,0,4,1
PORT LINCOLN,SA,5606,7,Renewals,0,100,100,1/01/1937,78,0,4,1
Port Lincoln,SA,5606,9,Acq,99.9,0,99.9,5/12/1936,79,0,4,1
PORT LINCOLN,SA,5606,7,Renewals,97,0,97,18/12/1946,69,1,4,1
PORT LINCOLN,SA,5606,7,Renewals,97,0,97,15/04/1931,84,1,4,1
Port Lincoln,SA,5606,7,Acq,96,0,96,na,,1,4,1
PORT LINCOLN,SA,5606,7,Renewals,75.7,0,75.7,22/11/1933,82,0,4,1
PORT LINCOLN,SA,5606,7,Renewals,74,0,74,na,,1,4,0
PORT LINCOLN,SA,5606,7,Acq,68.75,0,68.75,1/01/1941,74,1,4,0
PORT LINCOLN,SA,5606,7,Renewals,55,10,65,16/12/1949,66,0,4,0
PORT LINCOLN,SA,5606,7,Acq,63,0,63,28/04/1941,74,0,4,0
PORT LINCOLN,SA,5606,7,Acq,62,0,62,na,,1,4,0
PORT LINCOLN,SA,5606,7,Renewals,62,0,62,8/05/1934,81,1,4,0
PORT LINCOLN,SA,5606,7,Acq,60,0,60,14/10/1940,75,1,4,0
Port Lincoln,SA,5606,7,Acq,58,0,58,na,,1,4,0
PORT LINCOLN,SA,5606,7,Acq,57.5,0,57.5,25/08/1942,73,1,4,0
PORT LINCOLN,SA,5606,7,Renewals,55,0,55,na,,1,4,0
PORT LINCOLN,SA,5606,8,Acq,51.05,0,51.05,14/02/1969,46,1,4,0
PORT LINCOLN,SA,5606,7,Renewals,50.1,0,50.1,15/09/1950,65,1,4,0
PORT LINCOLN,SA,5606,8,Acq,0,50,50,26/01/1948,67,1,4,0
PORT LINCOLN,SA,5606,7,Acq,0,50,50,14/12/1934,81,1,4,0
Port Lincoln,SA,5606,7,Acq,47,0,47,15/02/1934,81,1,4,0
PORT LINCOLN,SA,5606,7,Renewals,44.4,0,44.4,na,,1,4,0
PORT LINCOLN,SA,5606,9,Acq,44.05,0,44.05,na,,1,4,0
PORT LINCOLN,SA,5606,7,Acq,42.25,0,42.25,20/10/1957,58,1,4,0
PORT LINCOLN,SA,5606,7,Acq,41,0,41,na,,1,4,0
Port Lincoln,SA,5606,7,Acq,35.75,0,35.75,22/12/1951,64,0,4,0
Port Lincoln,SA,5606,7,Acq,24,6,30,20/09/1948,67,1,4,0
Port Lincoln,SA,5606,7,Acq,27.7,0,27.7,27/01/1969,46,1,4,0
PORT LINCOLN,SA,5606,8,Renewals,26,0,26,1/04/1965,50,1,4,0
PORT LINCOLN,SA,5606,7,Acq,15,0,15,12/02/1959,56,1,4,0
PORT LINCOLN,SA,5606,7,Renewals,5,0,5,26/01/1945,70,1,4,0
Boston,SA,5607,7,Acq,0,200,200,na,,1,4,1
COFFIN BAY,SA,5607,7,Acq,134,0,134,26/10/1939,76,1,4,1
COFFIN BAY,SA,5607,7,Renewals,114,0,114,16/12/1935,80,1,4,1
Coffin Bay,SA,5607,7,Acq,65,20,85,na,,1,4,1
Coffin Bay,SA,5607,7,Acq,74,0,74,na,,1,4,0
COFFIN BAY,SA,5607,7,Acq,64,0,64,na,,1,4,0
COFFIN BAY,SA,5607,1,Acq,50,0,50,14/01/1950,65,1,4,0
Whyalla Stuart,SA,5608,7,Renewals,259.6,0,259.6,na,,1,4,1
WHYALLA NORRIE,SA,5608,7,Acq,172,0,172,na,,1,4,1
WHYALLA NORRIE,SA,5608,7,Acq,172,0,172,1/01/1936,79,1,4,1
Whyalla Norrie,SA,5608,7,Renewals,165,0,165,24/05/1946,69,1,4,1
WHYALLA NORRIE,SA,5608,8,Renewals,147.95,0,147.95,15/05/1933,82,1,4,1
WHYALLA STUART,SA,5608,7,Renewals,140,0,140,23/08/1943,72,1,4,1
WHYALLA STUART,SA,5608,7,Acq,134,0,134,2/08/1940,75,0,4,1
Whyalla Norrie,SA,5608,7,Renewals,120,0,120,3/11/1938,77,0,4,1
WHYALLA STUART,SA,5608,7,Renewals,103.8,0,103.8,12/06/1942,73,1,4,1
Whyalla Norrie,SA,5608,7,Acq,102,0,102,na,,1,4,1
Whyalla Norrie,SA,5608,7,Renewals,100,0,100,1/05/1946,69,0,4,1
WHYALLA STUART,SA,5608,7,Acq,94.6,0,94.6,na,,0,4,1
Whyalla Norrie,SA,5608,7,Acq,90,0,90,16/04/1956,59,1,4,1
Whyalla Stuart,SA,5608,9,Renewals,72,0,72,8/04/1957,58,1,4,0
WHYALLA STUART,SA,5608,7,Acq,70,0,70,22/06/1937,78,0,4,0
Whyalla Stuart,SA,5608,8,Acq,61,0,61,na,,0,4,0
WHYALLA STUART,SA,5608,7,Acq,36,25,61,na,,1,4,0
WHYALLA NORRIE,SA,5608,7,Acq,60,0,60,na,,1,4,0
Whyalla Stuart,SA,5608,7,Renewals,60,0,60,24/07/1935,80,0,4,0
Whyalla Stuart,SA,5608,7,Acq,55,0,55,27/11/1971,44,1,4,0
Whyalla Norrie,SA,5608,9,Acq,0,55,55,12/10/1936,79,1,4,0
WHYALLA NORRIE,SA,5608,7,Renewals,54,0,54,27/06/1943,72,1,4,0
WHYALLA NORRIE,SA,5608,7,Renewals,24,30,54,na,,1,4,0
WHYALLA NORRIE,SA,5608,7,Renewals,54,0,54,na,,1,4,0
Whyalla Norrie,SA,5608,7,Acq,52,0,52,1/01/1950,65,1,4,0
WHYALLA STUART,SA,5608,7,Acq,50,0,50,25/08/1956,59,0,4,0
Whyalla Norrie,SA,5608,7,Acq,50,0,50,27/01/1944,71,1,4,0
Whyalla Stuart,SA,5608,7,Acq,0,50,50,na,,1,4,0
WHYALLA NORRIE,SA,5608,7,Renewals,50,0,50,na,,1,4,0
WHYALLA NORRIE,SA,5608,7,Renewals,30,20,50,7/06/1943,72,0,4,0
WHYALLA NORRIE,SA,5608,7,Renewals,50,0,50,na,,1,4,0
Whyalla Norrie,SA,5608,7,Renewals,0,50,50,na,,1,4,0
Whyalla Norrie,SA,5608,7,Renewals,49.55,0,49.55,na,,0,4,0
Whyalla Stuart,SA,5608,7,Acq,48.6,0,48.6,30/09/1957,58,1,4,0
WHYALLA NORRIE,SA,5608,7,Acq,45,0,45,5/06/1938,77,0,4,0
Whyalla Norrie,SA,5608,7,Renewals,45,0,45,2/07/1936,79,0,4,0
WHYALLA NORRIE,SA,5608,7,Acq,44,0,44,26/02/1986,29,1,4,0
Whyalla Stuart,SA,5608,7,Acq,42.65,0,42.65,na,,1,4,0
WHYALLA NORRIE,SA,5608,7,Acq,42.5,0,42.5,6/08/1960,55,1,4,0
WHYALLA NORRIE,SA,5608,7,Renewals,42,0,42,na,,1,4,0
WHYALLA STUART,SA,5608,7,Acq,35,0,35,22/09/1955,60,1,4,0
WHYALLA STUART,SA,5608,1,Acq,28.45,5,33.45,na,,1,4,0
Whyalla Norrie,SA,5608,7,Acq,32.65,0,32.65,1/01/1932,83,0,4,0
WHYALLA STUART,SA,5608,8,Acq,32,0,32,4/02/1967,48,1,4,0
Whyalla Norrie,SA,5608,7,Acq,30,0,30,1/01/1946,69,1,4,0
Whyalla Norrie,SA,5608,7,Acq,28,0,28,20/07/1968,47,1,4,0
Whyalla Norrie,SA,5608,7,Acq,20,0,20,1/01/1944,71,0,4,0
Whyalla Stuart,SA,5608,8,Acq,10,0,10,16/08/1995,20,0,4,0
WHYALLA STUART,SA,5608,7,Renewals,0,10,10,30/03/1964,51,1,4,0
WHYALLA NORRIE,SA,5608,7,Renewals,-24,-30,-54,na,,1,4,0
Whyalla Jenkins,SA,5609,7,Acq,131,0,131,7/11/1951,64,1,4,1
WHYALLA JENKINS,SA,5609,7,Renewals,101.2,0,101.2,25/09/1940,75,0,4,1
Whyalla Jenkins,SA,5609,7,Acq,60,0,60,na,,1,4,0
Whyalla Jenkins,SA,5609,8,Acq,58.45,0,58.45,na,,0,4,0
Whyalla Jenkins,SA,5609,7,Acq,50,0,50,na,,1,4,0
WHYALLA JENKINS,SA,5609,7,Acq,21,0,21,na,,1,4,0
Cummins,SA,5631,7,Acq,240,0,240,11/03/1949,66,1,4,1
CUMMINS,SA,5631,7,Acq,120,0,120,12/06/1949,66,1,4,1
CUMMINS,SA,5631,9,Acq,110,0,110,7/06/1945,70,1,4,1
Cummins,SA,5631,7,Acq,50,0,50,na,,1,4,0
CUMMINS,SA,5631,7,Renewals,0,50,50,26/08/1935,80,1,4,0
CUMMINS,SA,5631,7,Renewals,0,25,25,na,,0,4,0
Cleve,SA,5640,9,Acq,105,0,105,na,,1,4,1
Cleve,SA,5640,7,Acq,71,0,71,16/08/1934,81,1,4,0
Cleve,SA,5640,1,Acq,65,0,65,na,,1,4,0
CLEVE,SA,5640,7,Renewals,40,0,40,11/08/1975,40,1,4,0
Cleve,SA,5640,7,Acq,0,20,20,18/08/1939,76,1,4,0
Cleve,SA,5640,8,Acq,17.2,0,17.2,9/11/1943,72,1,4,0
Cleve,SA,5640,7,Renewals,0,10,10,na,,1,4,0
